ion_mass;ion_formula;formula;mass_monoiso;name_iupac;pubchem_cid;CAS_number
141,1637765;[C10H20+H]+;C10H20;140,1565006;3,3-dimethyloct-1-ene;549578;74511-51-6
141,1637765;[C10H20+H]+;C10H20;140,1565;cyclohexane, 1,2‐diethyl‐;NA;3642-13-5
141,1637765;[C10H20+H]+;C10H20;140,1565;cyclohexane, 1‐ethyl‐1, 3‐ dimethyl‐;NA;n/a
141,1637765;[C10H20+H]+;C10H20;140,1565;cyclooctane, 1,4-dimethyl-, cis-;NA;13151-99-0
141,1637765;[C10H20+H]+;C10H20;140,1565;cyclopropane, 1,2- dimethyl-1-pentyl-;NA;62238-04-4
141,1637765;[C10H20+H]+;C10H20;140,1565;cyclopropane, 1-ethyl-2- pentyl;NA;62238-08-8
141,1637765;[C10H20+H]+;C10H20;140,1565;cis-3-decene;NA;19398-86-8
141,1637765;[C10H20+H]+;C10H20;140,1565;1-decene;NA;872-05-9
141,1637765;[C10H20+H]+;C10H20;140,1565;3,4-diethyl-3-hexene;NA;868-46-2
141,1637765;[C10H20+H]+;C10H20;140,1565;3-ethyl-2-methyl-1-heptene;NA;19780-60-0
141,1637765;[C10H20+H]+;C10H20;140,1565;3-ethyl-3-octene;NA;19781-31-8
141,1637765;[C10H20+H]+;C10H20;140,1565;4-ethyl-2-Octene;NA;53966-52-2
141,1637765;[C10H20+H]+;C10H20;140,1565;nonane, 3-methylene / 2- ethyl-1-octene;NA;51655-64-2
141,1637765;[C10H20+H]+;C10H20;140,1565;octane, 3-methyl-6- methylene / 2-ethyl-5- methyl-1-heptene;NA;74630-07-2
141,1637765;[C10H20+H]+;C10H20;140,1565;1-octene, 3,4-dimethyl;NA;56728-11-1
141,1637765;[C10H20+H]+;C10H20;140,1565;3-octene, 4-ethyl;NA;53966-51-1
142,0684965;[C7H11NS+H]+;C7H11NS;141,0612205;isothiocyanatocyclohexane;14289;1122-82-3
142,1226395;[C8H15NO+H]+;C8H15NO;141,1153641;2-(dimethylamino)cyclohexanone;138887;6970-60-1
143,0702685;[C7H10O3+H]+;C7H10O3;142,062995;7-oxo-2-heptenoic acid;NA;na
143,0855265;[C11H10+H]+;C11H10;142,07825;1-methylnaphthalene;NA;90-12-0
143,0855265;[C11H10+H]+;C11H10;142,07825;2-methylnaphthalene;NA;91-57-6
143,1066545;[C8H14O2+H]+;C8H14O2;142,0993797;oct-7-enoic acid;543977;18719-24-9
143,1066545;[C8H14O2+H]+;C8H14O2;142,09938;2,2'-bifuran, octahydro-;NA;1592-33-2
143,1066545;[C8H14O2+H]+;C8H14O2;142,09938;4-hydroxy-2-octenal;NA;55-88-9
143,1066545;[C8H14O2+H]+;C8H14O2;142,09938;2-methyl-2-propenoic acid, butyl ester;NA;97-88-1
143,1066545;[C8H14O2+H]+;C8H14O2;142,09938;2-methylpropenonic acid, 2- methylpropyl ester / 2- methylpropyl methacrylate;NA;97-86-9
143,1066545;[C8H14O2+H]+;C8H14O2;142,09938;γ-Valprolactone;NA;40923-58-8
143,1430405;[C9H18O+H]+;C9H18O;142,1357652;nonanal;31289;124-19-6
143,1430405;[C9H18O+H]+;C9H18O;142,1357652;nonan-2-one;13187;821-55-6
143,1430405;[C9H18O+H]+;C9H18O;142,1357652;2,4-dimethylhept-1-en-4-ol;556997;19549-94-1
143,1430405;[C9H18O+H]+;C9H18O;142,135765;cyclooctylmethanol;NA;3637-63-6
143,1430405;[C9H18O+H]+;C9H18O;142,135765;1-nonen-4-ol;NA;35192-73-5
143,1430405;[C9H18O+H]+;C9H18O;142,135765;1-nonen-3-ol;NA;21964-44-3
143,1794265;[C10H22+H]+;C10H22;142,1721507;decane;15600;124-18-5
143,1794265;[C10H22+H]+;C10H22;142,1721507;2,5-dimethyloctane;139988;15869-89-3
143,1794265;[C10H22+H]+;C10H22;142,1721507;2,6-dimethyloctane;16319;2051-30-1
143,1794265;[C10H22+H]+;C10H22;142,1721507;2,7-dimethyloctane;14070;1072-16-8
143,1794265;[C10H22+H]+;C10H22;142,1721507;3,5-dimethyloctane;139989;15869-93-9
143,1794265;[C10H22+H]+;C10H22;142,1721507;3,6-dimethyloctane;85927;15869-94-0
143,1794265;[C10H22+H]+;C10H22;142,1721507;3-ethyloctane;79985;5881-17-4
143,1794265;[C10H22+H]+;C10H22;142,1721507;3-ethyl-2-methyl-heptane;139803;14676-29-0
143,1794265;[C10H22+H]+;C10H22;142,1721507;2-methylnonane;13379;871-83-0
143,1794265;[C10H22+H]+;C10H22;142,1721507;3-methylnonane;22202;06/04/5911
143,1794265;[C10H22+H]+;C10H22;142,1721507;4-methylnonane;28455;17301-94-9
143,1794265;[C10H22+H]+;C10H22;142,1721507;5-methylnonane;27518;15869-85-9
143,1794265;[C10H22+H]+;C10H22;142,1721507;2,4,6-trimethylheptane;137658;2613-61-8
143,1794265;[C10H22+H]+;C10H22;142,1721507;2,3,4-trimethylheptane;93280;52896-95-4
143,1794265;[C10H22+H]+;C10H22;142,17215;decane ui;NA;ui
143,1794265;[C10H22+H]+;C10H22;142,17215;2,3-dimethyloctane;NA;7146-60-3
143,1794265;[C10H22+H]+;C10H22;142,17215;3-ethyl-3-methylheptane;NA;17302-01-1
143,1794265;[C10H22+H]+;C10H22;142,17215;3-methylnonane;NA;06/04/5911
143,1794265;[C10H22+H]+;C10H22;142,17215;2,2,4-trimethylheptane;NA;14720-74-2
144,1019035;[C7H13NO2+H]+;C7H13NO2;143,0946287;2-(hydroxymethyl)-2-methyl-pyrrolidine-1-carbaldehyde;574439;NA
144,1746755;[C9H21N+H]+;C9H21N;143,1673997;N-propylhexan-1-amine;29996;20193-23-1
144,1746755;[C9H21N+H]+;C9H21N;143,167399;tripropylamine;NA;102-69-2
145,0495325;[C6H8O4+H]+;C6H8O4;144,0422587;3,6-dimethyl-1,4-dioxane-2,5-dione;7272;95-96-5
145,0760245;[C9H8N2+H]+;C9H8N2;144,068748;methylcinnoline;NA;82000-09-7
145,0859185;[C7H12O3+H]+;C7H12O3;144,078645;7-oxo-heptanoic acid;NA;35923-65-0
145,1223045;[C8H16O2+H]+;C8H16O2;144,1150297;octanoic acid;379;124-07-2
145,1223045;[C8H16O2+H]+;C8H16O2;144,1150297;2-ethylhexanoic acid;8697;149-57-5
145,1223045;[C8H16O2+H]+;C8H16O2;144,11503;4-sec-Butoxy-2-butanone;NA;57545-63-8
145,1223045;[C8H16O2+H]+;C8H16O2;144,11503;(2,5-dimethyloxan-2- yl)methanol / Tetrahydro- 2,5-dimethyl-2H- pyranmethanol;NA;54004-46-5
145,1586905;[C9H20O+H]+;C9H20O;144,1514153;nonan-1-ol;8914;143-08-8
146,0811675;[C6H11NO3+H]+;C6H11NO3;145,073894;allysine;NA;09/12/6665
146,9762805;[C6H4Cl2+H]+;C6H4Cl2;145,9690055;1,2-dichlorobenzene;7239;95-50-1
146,9762805;[C6H4Cl2+H]+;C6H4Cl2;145,9690055;1,3-dichlorobenzene;10943;541-73-1
146,9762805;[C6H4Cl2+H]+;C6H4Cl2;145,9690055;1,4-dichlorobenzene;4685;106-46-7
146,9762805;[C6H4Cl2+H]+;C6H4Cl2;145,969006;dichlorobenzene ui;NA;25321-22-6
147,0287965;[C5H6O5+H]+;C5H6O5;146,021525;2-oxopentanedioic acid;NA;328-50-7
147,0651825;[C6H10O4+H]+;C6H10O4;146,05791;hexanedioic acid;NA;124-04-9
147,0651825;[C6H10O4+H]+;C6H10O4;146,05791;propanedioic acid, propyl-;NA;616-62-6
147,0804405;[C10H10O+H]+;C10H10O;146,0731649;4,7-dimethylbenzofuran;33109;28715-26-6
147,0916745;[C9H10N2+H]+;C9H10N2;146,0843983;3,3-dimethylindazole;576372;59341-22-9
147,1015685;[C7H14O3+H]+;C7H14O3;146,0942943;ethyl 3-ethoxypropanoate;12989;763-69-9
147,1015685;[C7H14O3+H]+;C7H14O3;146,0942943;2-(2-allyloxyethoxy)ethanol;84777;15075-50-0
147,1015685;[C7H14O3+H]+;C7H14O3;146,094295;butyl methoxyacetate;NA;17640-22-1
147,1128025;[C6H14N2O2+H]+;C6H14N2O2;146,1055277;2,6-diaminohexanoic acid;866;70-54-2
147,1128025;[C6H14N2O2+H]+;C6H14N2O2;146,1055277;2,6-diaminohexanoic acid;866;70-54-2
147,1128025;[C6H14N2O2+H]+;C6H14N2O2;146,105528;lysine;NA;56-87-1
147,1168265;[C11H14+H]+;C11H14;146,10955;2,3-dihydro-1,6-dimethyl- 1H-indene;NA;17059-48-2
147,1168265;[C11H14+H]+;C11H14;146,10955;2,3-dihydro-4,7-dimethyl- 1H- indene;NA;6682-71-9
148,0604315;[C5H9NO4+H]+;C5H9NO4;147,053159;ethanol, 2-nitro-, propionate (ester);NA;5390-28-3
149,0233185;[C8H4O3+H]+;C8H4O3;148,016045;phthalic anhydride / phthalolactone / 2- benzofuran-1(3H)-one;NA;85-44-9
149,0444465;[C5H8O5+H]+;C5H8O5;148,037175;D-ribosone;NA;3445-24-7
149,0960905;[C10H12O+H]+;C10H12O;148,088815;1-allyl-4-methoxy-benzene;8815;140-67-0
149,0960905;[C10H12O+H]+;C10H12O;148,088815;1-methoxy-4-[(E)-prop-1-enyl]benzene;637563;4180-23-8
149,0960905;[C10H12O+H]+;C10H12O;148,088815;2-methyl-1-phenyl-propan-1-one;69144;611-70-1
149,0960905;[C10H12O+H]+;C10H12O;148,088815;anethole / 1-methoxy-4-(1-;NA;104-46-1
149,0960905;[C10H12O+H]+;C10H12O;148,088815;1-(2-methylphenyl)-1- propanone;NA;2040-14-4
149,1091535;[C8H17Cl+H]+;C8H17Cl;148,1018782;2-chlorooctane;12347;628-61-5
149,1172185;[C7H16O3+H]+;C7H16O3;148,1099444;1-(2-methoxy-1-methyl-ethoxy)propan-2-ol;25484;20324-32-7
149,1172185;[C7H16O3+H]+;C7H16O3;148,1099444;1-(2-methoxypropoxy)propan-2-ol;25982;13429-07-7
149,1172185;[C7H16O3+H]+;C7H16O3;148,109945;(2-;NA;34590-94-8
149,1324765;[C11H16+H]+;C11H16;148,1252;benzene, pentyl-;NA;538-68-1
149,1324765;[C11H16+H]+;C11H16;148,1252;1,3-dimethyl-5-(1- methylethyl)benzene;NA;4706-90-5
149,1324765;[C11H16+H]+;C11H16;148,1252;1-ethyl-2,4,5- trimethylbenzene;NA;17851-27-3
150,0913395;[C9H11NO+H]+;C9H11NO;149,084064;4-ethylbenzamide;NA;33695-58-8
150,1277255;[C10H15N+H]+;C10H15N;149,1204495;2-isobutyl-4-methyl-pyridine;572331;85665-88-9
151,0324455;[C7H6N2S+H]+;C7H6N2S;150,025169;2-aminobenzothiazole;NA;136-95-8
151,0609685;[C6H14S2+H]+;C6H14S2;150,053692;isopropyl propyl disulphide;NA;33672-51-4
151,0753545;[C9H10O2+H]+;C9H10O2;150,0680796;ethyl benzoate;7165;93-89-0
151,0753545;[C9H10O2+H]+;C9H10O2;150,06808;acetic acid, benzyl ester / benzyl acetate / acetic acid, phenylmethyl ester;NA;140-11-4
151,0753545;[C9H10O2+H]+;C9H10O2;150,06808;methyl phenylacetate;NA;101-41-7
151,0753545;[C9H10O2+H]+;C9H10O2;150,06808;phenyl propionate / propanoic acid, phenyl ester;NA;637-27-4
151,0964825;[C6H14O4+H]+;C6H14O4;150,0892089;"acetic acid;3-methoxypropan-1-ol";71363248;NA
151,1117405;[C10H14O+H]+;C10H14O;150,1044651;5-isopropenyl-2-methyl-cyclohex-2-en-1-one;7439;99-49-0
151,1117405;[C10H14O+H]+;C10H14O;150,1044651;1-methoxy-4-propyl-benzene;7702;104-45-0
151,1117405;[C10H14O+H]+;C10H14O;150,1044651;3,6-dimethyl-4,5,6,7-tetrahydrobenzofuran;329983;494-90-6
151,1117405;[C10H14O+H]+;C10H14O;150,104465;(S)-carvone / (+)-carvone / (S)-2-methyl-5-(1- methylethenyl)-2- cyclohexen-1-one / D-;NA;2244-16-8
151,1117405;[C10H14O+H]+;C10H14O;150,104465;cuminyl alcohol;NA;536-60-7
151,1117405;[C10H14O+H]+;C10H14O;150,104465;p-cymene-8-ol / p-Cymenol;NA;1197-01-9
152,0164605;[C7H5NOS+H]+;C7H5NOS;151,009185;2-hydroxybenzothiazole;NA;934-34-9
152,0706035;[C8H9NO2+H]+;C8H9NO2;151,0633285;methyl 2-aminobenzoate;8635;134-20-3
152,0706035;[C8H9NO2+H]+;C8H9NO2;151,0633285;methyl (Z)-N-hydroxybenzenecarboximidate;9602988;67160-14-9
152,0706035;[C8H9NO2+H]+;C8H9NO2;151,063329;phenyl methylcarbamate;NA;1943-79-9
152,8826845;[CCl4+H]+;CCl4;153,872461;carbon tetrachloride;5943;56-23-5
153,0546185;[C8H8O3+H]+;C8H8O3;152,0473441;methyl 2-hydroxybenzoate;4133;119-36-8
153,0698765;[C12H8+H]+;C12H8;152,0626;acenaphthylene;NA;208-96-8
153,0910045;[C9H12O2+H]+;C9H12O2;152,08373;1-phenoxy-2-propanol;NA;770-35-4
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;2-(2,2,3-trimethylcyclopent-3-en-1-yl)acetaldehyde;98497;91819-58-8
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;adamantan-1-ol;64152;768-95-6
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;2-hexylfuran;77408;3777-70-6
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;6-isopropyl-3-methyl-cyclohex-2-en-1-one;6987;89-81-6
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;2-isopropyl-5-methyl-cyclohex-2-en-1-one;107372;5113-66-6
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;1,7,7-trimethylnorbornan-2-one;2537;76-22-2
153,1273905;[C10H16O+H]+;C10H16O;152,1201151;5-isopropyl-3,3-dimethyl-2-methylene-furan;586164;NA
153,1273905;[C10H16O+H]+;C10H16O;152,120115;(-)-carveol;NA;99-48-9
153,1273905;[C10H16O+H]+;C10H16O;152,120115;2-cyclohexen-1-ol, 1- methyl-4-(1- methylethenyl)-, trans-;NA;425394-92-9
153,1273905;[C10H16O+H]+;C10H16O;152,120115;2,3-dehydro-1,8-cineole;NA;92760-25-3
153,1637765;[C11H20+H]+;C11H20;152,1565;naphthalene,decahydro-2- methyl-;NA;2958-76-1
154,0168525;[C3H7NO4S+H]+;C3H7NO4S;153,00958;L-cysteine sulfinic acid;NA;2381-08-0
155,0855265;[C12H10+H]+;C12H10;154,0782503;biphenyl;7095;92-52-4
155,0855265;[C12H10+H]+;C12H10;154,0782503;2-vinylnaphthalene;13230;827-54-3
155,0855265;[C12H10+H]+;C12H10;154,07825;acenaphthene;NA;83-32-9
155,1066545;[C9H14O2+H]+;C9H14O2;154,09938;4-hydroxy-2,6-nonadienal;NA;129047-94-5
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;2758;470-82-6
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;2-isopropyl-5-methyl-cyclohexanone;6986;10458-14-7
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;(2R,5R)-2-isopropyl-5-methyl-cyclohexanone;70962;1196-31-2
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;2-(4-methylcyclohex-3-en-1-yl)propan-2-ol;17100;98-55-5
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;2,2-dimethyl-5-[(E)-1-methylprop-1-enyl]tetrahydrofuran;5363526;56058-69-6
155,1430405;[C10H18O+H]+;C10H18O;154,1357652;1-isopropyl-4-methyl-cyclohex-3-en-1-ol;11230;562-74-3
155,1430405;[C10H18O+H]+;C10H18O;154,135765;borneol;NA;507-70-0
155,1430405;[C10H18O+H]+;C10H18O;154,135765;2-decenal u.i;NA;3913-71-1
155,1430405;[C10H18O+H]+;C10H18O;154,135765;dihydrocarveol / 1,6- dihydrocarveol;NA;619-01-2
155,1430405;[C10H18O+H]+;C10H18O;154,135765;3,7-dimethyl-1,6-octadien-3- ol / linalool / beta-linalool;NA;78-70-6
155,1430405;[C10H18O+H]+;C10H18O;154,135765;4-ethyl-1-octyn-3-ol;NA;5877-42-9
155,1430405;[C10H18O+H]+;C10H18O;154,135765;4-terpineol / p-menth-1-en-4- ol;NA;28219-82-1
155,1430405;[C10H18O+H]+;C10H18O;154,135765;tetrahydro-2,2-dimethyl-5- (1-methyl-1-propenyl)furan;NA;7416-35-5
155,1794265;[C11H22+H]+;C11H22;154,1721507;pentylcyclohexane;20284;4292-92-6
155,1794265;[C11H22+H]+;C11H22;154,1721507;2-methyldec-1-ene;518718;13151-27-4
155,1794265;[C11H22+H]+;C11H22;154,1721507;4-methyldec-1-ene;518719;13151-29-6
155,1794265;[C11H22+H]+;C11H22;154,1721507;2-methyldec-2-ene;520049;23381-92-2
155,1794265;[C11H22+H]+;C11H22;154,1721507;(Z)-4-methyldec-2-ene;5365838;74630-30-1
155,1794265;[C11H22+H]+;C11H22;154,1721507;undec-1-ene;13190;821-95-4
155,1794265;[C11H22+H]+;C11H22;154,1721507;(E)-undec-4-ene;5358315;693-62-9
155,1794265;[C11H22+H]+;C11H22;154,1721507;(E)-undec-5-ene;5364447;764-97-6
155,1794265;[C11H22+H]+;C11H22;154,1721507;(Z)-undec-5-ene;5364488;764-96-5
155,1794265;[C11H22+H]+;C11H22;154,1721507;1-heptyl-2-methyl-cyclopropane;544716;74663-91-5
155,1794265;[C11H22+H]+;C11H22;154,17215;3-methyl-2-decene;NA;na
155,1794265;[C11H22+H]+;C11H22;154,17215;5-undecene;NA;4941-53-1
156,1382895;[C9H17NO+H]+;C9H17NO;155,131014;3-cyclohexylpropionamide;NA;4361-29-9
156,9647395;[C6H5Br+H]+;C6H5Br;156,943125;benzene, bromo- / bromobenzene;NA;108-86-1
157,0243805;[C5H4N2O4+H]+;C5H4N2O4;156,017108;orotic acid;NA;65-86-1
157,0859185;[C8H12O3+H]+;C8H12O3;156,078645;8-oxo-2-octenoic acid;NA;na
157,1011765;[C12H12+H]+;C12H12;156,0939;1,5-dimethylnaphthalene;NA;571-61-9
157,1223045;[C9H16O2+H]+;C9H16O2;156,1150297;(E)-4-hydroxynon-2-enal;5283344;75899-68-2
157,1223045;[C9H16O2+H]+;C9H16O2;156,11503;3,4-hexanedione, 2,2,5- trimethyl-;NA;20633-03-8
157,1223045;[C9H16O2+H]+;C9H16O2;156,11503;gamma nonalactone / g-;NA;104-61-0
157,1586905;[C10H20O+H]+;C10H20O;156,1514153;decanal;8175;112-31-2
157,1586905;[C10H20O+H]+;C10H20O;156,1514153;(1R,2S,5R)-2-isopropyl-5-methyl-cyclohexanol;16666;2216-51-5
157,1586905;[C10H20O+H]+;C10H20O;156,1514153;4-isopropyl-1-methyl-cyclohexanol;89437;21129-27-1
157,1586905;[C10H20O+H]+;C10H20O;156,1514153;2-isopropyl-5-methyl-cyclohexanol;1254;1490-04-6
157,1586905;[C10H20O+H]+;C10H20O;156,1514153;3,7-dimethyloct-7-en-3-ol;557859;18479-52-2
157,1586905;[C10H20O+H]+;C10H20O;156,151415;3,7-dimethyl-6-octen-1-ol / citronellol;NA;106-22-9
157,1586905;[C10H20O+H]+;C10H20O;156,151415;2,6-dimethyl-7-octen-2-ol / dihydromyrcenol;NA;18479-58-8
157,1586905;[C10H20O+H]+;C10H20O;156,151415;menthol / 5-methyl-2-(1- methylethyl)cyclohexanol / 2-isopropyl-5-methyl- cyclohexanol / 5-Methyl-2- propan-2-ylcyclohexan-1-ol;NA;89-78-1
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,5-dimethylnonane;28456;17302-27-1
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,6-dimethylnonane;28457;17302-28-2
157,1950765;[C11H24+H]+;C11H24;156,1878008;6-ethyl-2-methyl-octane;537768;NA
157,1950765;[C11H24+H]+;C11H24;156,1878008;3-methyldecane;92239;13151-34-3
157,1950765;[C11H24+H]+;C11H24;156,1878008;2-methyldecane;23415;6975-98-0
157,1950765;[C11H24+H]+;C11H24;156,1878008;4-methyldecane;17835;2847-72-5
157,1950765;[C11H24+H]+;C11H24;156,1878008;5-methyldecane;93071;13151-35-4
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,5,6-trimethyloctane;545571;62016-14-2
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,2,6-trimethyloctane;522006;62016-28-8
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,3,6-trimethyloctane;112465;62016-33-5
157,1950765;[C11H24+H]+;C11H24;156,1878008;2,4,6-trimethyloctane;545612;62016-37-9
157,1950765;[C11H24+H]+;C11H24;156,1878008;undecane;14257;1120-21-4
157,1950765;[C11H24+H]+;C11H24;156,1878008;5-ethyl-2-methyl-octane;537332;62016-18-6
157,1950765;[C11H24+H]+;C11H24;156,1878;4,5-dimethylnonane;NA;17302-23-7
157,1950765;[C11H24+H]+;C11H24;156,1878;6-ethyl-2-methyloctane;NA;62016-19-7
157,1950765;[C11H24+H]+;C11H24;156,1878;nonane, 2,3‐dimethyl;NA;02/06/2884
158,0811675;[C7H11NO3+H]+;C7H11NO3;157,073894;butyl isocyanatoacetate;NA;17046-22-9
158,1539395;[C9H19NO+H]+;C9H19NO;157,1466642;N,N-dibutylformamide;12975;761-65-9
158,1539395;[C9H19NO+H]+;C9H19NO;157,146664;2,2,6,6-tetramethyl- piperidinol;NA;7031-93-8
159,0287965;[C6H6O5+H]+;C6H6O5;158,021525;aconitic anhydride;NA;6318-55-4
159,0791385;[C6H10F4+H]+;C6H10F4;158,071862;3,3,4,4-tetrafluorohexane;NA;648-36-2
159,1015685;[C8H14O3+H]+;C8H14O3;158,094295;8-oxooctanoic acid;NA;929-48-6
159,1379545;[C9H18O2+H]+;C9H18O2;158,1306798;isopentyl butanoate;7795;106-27-4
159,1379545;[C9H18O2+H]+;C9H18O2;158,1306798;2-methylbutyl 2-methylpropanoate;97883;2445-69-4
159,1379545;[C9H18O2+H]+;C9H18O2;158,1306798;nonanoic acid;8158;112-05-0
159,1379545;[C9H18O2+H]+;C9H18O2;158,13068;4-methyloctanoic acid;NA;54947-74-9
159,1743405;[C10H22O+H]+;C10H22O;158,167065;2-decanol;NA;1120-06-5
159,1743405;[C10H22O+H]+;C10H22O;158,167065;1-octanol, 3,7-dimethyl-;NA;106-21-8
159,1743405;[C10H22O+H]+;C10H22O;158,167065;2-propyl-1-heptanol;NA;10042-59-8
159,1743405;[C10H22O+H]+;C10H22O;158,167065;tetrahydrolinalool / 3,7- dimethyl-3-octanol;NA;78-69-3
161,0808325;[C7H12O4+H]+;C7H12O4;160,07356;heptanedioic acid;NA;111-16-0
161,0920665;[C6H12N2O3+H]+;C6H12N2O3;160,0847923;(2S)-5-amino-2-(methylamino)-5-oxo-pentanoic acid;160669;300560-56-9
161,1073245;[C10H12N2+H]+;C10H12N2;160,100048;1H-Imidazole, 4,5-dihydro- 2-(phenylmethyl)- / Tolazoline;NA;59-98-3
161,1073245;[C10H12N2+H]+;C10H12N2;160,100048;tryptamine;NA;61-54-1
161,1172185;[C8H16O3+H]+;C8H16O3;160,1099444;"acetic acid;hex-4-en-1-ol";57349892;72237-36-6
161,1172185;[C8H16O3+H]+;C8H16O3;160,1099444;2-butoxyethyl acetate;8160;112-07-2
161,1172185;[C8H16O3+H]+;C8H16O3;160,109945;butanoic acid, 2-hydroxy-;NA;103499-40-7
161,1172185;[C8H16O3+H]+;C8H16O3;160,109945;3-hydroxyoctanoic acid;NA;14292-27-4
161,1172185;[C8H16O3+H]+;C8H16O3;160,109945;8-hydroxyoctanoic acid;NA;764-89-6
161,1172185;[C8H16O3+H]+;C8H16O3;160,109945;2-hydroxyoctanoic acid;NA;617-73-2
161,1172185;[C8H16O3+H]+;C8H16O3;160,109945;"propanoic acid, 2-hydroxy-,
pentyl ester";NA;05/06/6382
161,1324765;[C12H16+H]+;C12H16;160,1252;1-(1-methylethenyl)-2- (1- methylethyl)benzene;NA;5557-93-7
161,2263765;[C11H28+H]+;C11H28;160,2191;undecane, 3,7-dimethyl-;NA;17301-29-0
162,0525095;[C7H6F3N+H]+;C7H6F3N;161,045233;benzenamine, 4‐ (trifluotomethyl)‐;NA;455-14-1
162,0549535;[C9H7NO2+H]+;C9H7NO2;161,047679;4,8-dihydroxyquinoline;NA;101187-81-7
162,0549535;[C9H7NO2+H]+;C9H7NO2;161,047679;4,6-dihydroxyquinoline;NA;3517-61-1
162,8711435;[CHBrCl2+H]+;CHBrCl2;162,849531;bromodichloromethane;NA;75-27-4
163,0753545;[C10H10O2+H]+;C10H10O2;162,0680796;1-(3-acetylphenyl)ethanone;23229;6781-42-6
163,1229745;[C10H14N2+H]+;C10H14N2;162,115698;nicotine;NA;54-11-5
163,1328685;[C8H18O3+H]+;C8H18O3;162,1255944;1-(2-butoxyethoxy)ethanol;41088;54446-78-5
163,1481265;[C12H18+H]+;C12H18;162,1408506;1,3,5-triethylbenzene;7602;102-25-0
163,1481265;[C12H18+H]+;C12H18;162,14085;benzene, (1,3- dimethylbutyl)-;NA;19219-84-2
163,1481265;[C12H18+H]+;C12H18;162,14085;hexylbenzene;NA;1077-16-3
163,1481265;[C12H18+H]+;C12H18;162,14085;2,5-octadiyne, 4,4-diethyl-;NA;61227-87-0
164,0706035;[C9H9NO2+H]+;C9H9NO2;163,063329;3-methyldioxyindole;NA;3040-34-4
164,1433755;[C11H17N+H]+;C11H17N;163,1360995;N,N-dimethyl-1-phenyl-propan-2-amine;20006;4075-96-1
164,8826845;[C2Cl4+H]+;C2Cl4;165,872461;1,1,2,2-tetrachloroethylene;31373;127-18-4
165,0910045;[C10H12O2+H]+;C10H12O2;164,0837296;2-hydroxy-2-methyl-1-phenyl-propan-1-one;81984;7473-98-5
165,0910045;[C10H12O2+H]+;C10H12O2;164,08373;acetic acid, 2-phenylethyl ester / phenylethylester acetic acid;NA;103-45-7
165,0910045;[C10H12O2+H]+;C10H12O2;164,08373;1,3-dioxolane, 2- (phenylmethyl)-;NA;101-49-5
165,1273905;[C11H16O+H]+;C11H16O;164,1201151;4-(1,1-dimethylpropyl)phenol;6643;80-46-6
165,1273905;[C11H16O+H]+;C11H16O;164,120115;benzene, 2-methoxy-4- methyl-1-(1-methylethyl)- / thymol methyl ether;NA;1076-56-8
166,0498675;[C8H7NO3+H]+;C8H7NO3;165,042594;2-carbamoylbenzoic acid / Phthalamic acid;NA;88-97-1
166,0862535;[C9H11NO2+H]+;C9H11NO2;165,078979;phenylalanine;NA;150-31-1
167,0702685;[C9H10O3+H]+;C9H10O3;166,0629942;2-hydroxy-2-phenyl-propanoic acid;1303;515-30-0
167,0702685;[C9H10O3+H]+;C9H10O3;166,062995;2-hydroxy benzoic acid ethyl ester;NA;118-61-6
167,0702685;[C9H10O3+H]+;C9H10O3;166,062995;methyl p-anisate;NA;121-98-2
167,0855265;[C13H10+H]+;C13H10;166,07825;fluorene;NA;86-73-7
167,1066545;[C10H14O2+H]+;C10H14O2;166,0993797;4-(3-methyl-2-methylene-but-3-enyl)tetrahydrofuran-2-one;557545;NA
167,1430405;[C11H18O+H]+;C11H18O;166,1357652;(2E,4E)-undeca-2,4-dienal;5367531;30361-29-6
168,0291315;[C7H5NO4+H]+;C7H5NO4;167,0218576;pyridine-2,3-dicarboxylic acid;1066;89-00-9
168,1019035;[C9H13NO2+H]+;C9H13NO2;167,0946287;4,5-dimethoxy-2-methyl-aniline;266585;41864-45-3
169,0014425;[C7H6NS2+H]+;C7H6NS2;167,994166;2-mercaptobenzothiazole;NA;149-30-4
169,0082585;[C3H2F6O+H]+;C3H2F6O;168,000983;2-propanol, 1,1,1,3,3,3- hexafluoro-;NA;920-66-1
169,0356145;[C5H4N4O3+H]+;C5H4N4O3;168,02834;7,9-dihydro-3H-purine-2,6,8-trione;1175;69-93-2
